Check failed for (fp128): alpha = -6.276902121872406890448361479792446694e+00; beta = -1.569225530468101722612090369948111674e+00; diff = 3.851859888774471706111955885169854637e-34; -999/1000
Check failed for (fp128): alpha = -2.324778563656446996462356103626832209e+00; beta = -5.811946409141117491155890259067080522e-01; diff = 7.703719777548943412223911770339709274e-34; -370/1000
Check failed for (fp128): alpha = -2.318495378349267409985430816860273308e+00; beta = -5.796238445873168524963577042150683270e-01; diff = 1.540743955509788682444782354067941855e-33; -369/1000
Check failed for (fp128): alpha = -2.312212193042087823508505530093714022e+00; beta = -5.780530482605219558771263825234285055e-01; diff = 1.155557966632341511833586765550956391e-33; -368/1000
Check failed for (fp128): alpha = -2.305929007734908237031580243327155121e+00; beta = -5.764822519337270592578950608317887803e-01; diff = 1.540743955509788682444782354067941855e-33; -367/1000
Check failed for (fp128): alpha = -2.299645822427728650554654956560596220e+00; beta = -5.749114556069321626386637391401490551e-01; diff = 1.540743955509788682444782354067941855e-33; -366/1000
Check failed for (fp128): alpha = -2.293362637120549064077729669794036934e+00; beta = -5.733406592801372660194324174485092336e-01; diff = 7.703719777548943412223911770339709274e-34; -365/1000
Check failed for (fp128): alpha = -2.287079451813369477600804383027478033e+00; beta = -5.717698629533423694002010957568695084e-01; diff = 7.703719777548943412223911770339709274e-34; -364/1000
Check failed for (fp128): alpha = -2.280796266506189891123879096260918747e+00; beta = -5.701990666265474727809697740652296869e-01; diff = 1.540743955509788682444782354067941855e-33; -363/1000
Check failed for (fp128): alpha = -2.274513081199010304646953809494359847e+00; beta = -5.686282702997525761617384523735899617e-01; diff = 1.925929944387235853055977942584927319e-33; -362/1000
Check failed for (fp128): alpha = -2.268229895891830718170028522727800946e+00; beta = -5.670574739729576795425071306819502365e-01; diff = 1.925929944387235853055977942584927319e-33; -361/1000
Check failed for (fp128): alpha = -2.261946710584651131693103235961242045e+00; beta = -5.654866776461627829232758089903105112e-01; diff = 1.925929944387235853055977942584927319e-33; -360/1000
Check failed for (fp128): alpha = -2.255663525277471545216177949194683144e+00; beta = -5.639158813193678863040444872986707860e-01; diff = 1.925929944387235853055977942584927319e-33; -359/1000
Check failed for (fp128): alpha = -2.249380339970291958739252662428123858e+00; beta = -5.623450849925729896848131656070309645e-01; diff = 7.703719777548943412223911770339709274e-34; -358/1000
Check failed for (fp128): alpha = -2.243097154663112372262327375661564957e+00; beta = -5.607742886657780930655818439153912393e-01; diff = 1.155557966632341511833586765550956391e-33; -357/1000
Check failed for (fp128): alpha = -2.236813969355932785785402088895006057e+00; beta = -5.592034923389831964463505222237515141e-01; diff = 1.540743955509788682444782354067941855e-33; -356/1000
Check failed for (fp128): alpha = -2.230530784048753199308476802128446771e+00; beta = -5.576326960121882998271192005321116926e-01; diff = 3.851859888774471706111955885169854637e-34; -355/1000
Check failed for (fp128): alpha = -2.224247598741573612831551515361887870e+00; beta = -5.560618996853934032078878788404719674e-01; diff = 3.851859888774471706111955885169854637e-34; -354/1000
Check failed for (fp128): alpha = -2.211681228127214439877700941828770068e+00; beta = -5.529203070318036099694252354571925170e-01; diff = 3.851859888774471706111955885169854637e-34; -352/1000
Check failed for (fp128): alpha = -2.205398042820034853400775655062211167e+00; beta = -5.513495107050087133501939137655527918e-01; diff = 7.703719777548943412223911770339709274e-34; -351/1000
Check failed for (fp128): alpha = -2.199114857512855266923850368295651881e+00; beta = -5.497787143782138167309625920739129703e-01; diff = 3.851859888774471706111955885169854637e-34; -350/1000
Check failed for (fp128): alpha = -2.192831672205675680446925081529092980e+00; beta = -5.482079180514189201117312703822732451e-01; diff = 3.851859888774471706111955885169854637e-34; -349/1000
Check failed for (fp128): alpha = -2.186548486898496093969999794762534080e+00; beta = -5.466371217246240234924999486906335199e-01; diff = 3.851859888774471706111955885169854637e-34; -348/1000
Check failed for (fp128): alpha = -2.180265301591316507493074507995974794e+00; beta = -5.450663253978291268732686269989936984e-01; diff = 1.925929944387235853055977942584927319e-33; -347/1000
Check failed for (fp128): alpha = -2.173982116284136921016149221229415893e+00; beta = -5.434955290710342302540373053073539732e-01; diff = 1.155557966632341511833586765550956391e-33; -346/1000
Check failed for (fp128): alpha = -2.167698930976957334539223934462856607e+00; beta = -5.419247327442393336348059836157141517e-01; diff = 3.851859888774471706111955885169854637e-34; -345/1000
Check failed for (fp128): alpha = -2.161415745669777748062298647696297706e+00; beta = -5.403539364174444370155746619240744265e-01; diff = 7.703719777548943412223911770339709274e-34; -344/1000
Check failed for (fp128): alpha = -2.155132560362598161585373360929739190e+00; beta = -5.387831400906495403963433402324347976e-01; diff = 1.540743955509788682444782354067941855e-33; -343/1000
Check failed for (fp128): alpha = -2.136283004441059402154597500630062103e+00; beta = -5.340707511102648505386493751575155256e-01; diff = 5.777789833161707559167933827754781956e-34; -340/1000
Check failed for (fp128): alpha = -2.123716633826700229200746927096943916e+00; beta = -5.309291584566750573001867317742359789e-01; diff = 1.925929944387235853055977942584927319e-34; -338/1000
Check failed for (fp128): alpha = -2.117433448519520642723821640330384630e+00; beta = -5.293583621298801606809554100825961574e-01; diff = 5.777789833161707559167933827754781956e-34; -337/1000
Check failed for (fp128): alpha = -2.111150263212341056246896353563825729e+00; beta = -5.277875658030852640617240883909564322e-01; diff = 3.851859888774471706111955885169854637e-34; -336/1000
Check failed for (fp128): alpha = -2.104867077905161469769971066797266828e+00; beta = -5.262167694762903674424927666993167070e-01; diff = 3.851859888774471706111955885169854637e-34; -335/1000
Check failed for (fp128): alpha = -2.098583892597981883293045780030707927e+00; beta = -5.246459731494954708232614450076769818e-01; diff = 3.851859888774471706111955885169854637e-34; -334/1000
Check failed for (fp128): alpha = -2.092300707290802296816120493264149026e+00; beta = -5.230751768227005742040301233160372566e-01; diff = 1.925929944387235853055977942584927319e-34; -333/1000
Check failed for (fp128): alpha = -2.086017521983622710339195206497589740e+00; beta = -5.215043804959056775847988016243974351e-01; diff = 5.777789833161707559167933827754781956e-34; -332/1000
Check failed for (fp128): alpha = -2.079734336676443123862269919731030840e+00; beta = -5.199335841691107809655674799327577099e-01; diff = 7.703719777548943412223911770339709274e-34; -331/1000
Check failed for (fp128): alpha = -2.073451151369263537385344632964471939e+00; beta = -5.183627878423158843463361582411179847e-01; diff = 7.703719777548943412223911770339709274e-34; -330/1000
Check failed for (fp128): alpha = -2.067167966062083950908419346197912653e+00; beta = -5.167919915155209877271048365494781632e-01; diff = 3.851859888774471706111955885169854637e-34; -329/1000
Check failed for (fp128): alpha = -2.060884780754904364431494059431353752e+00; beta = -5.152211951887260911078735148578384380e-01; diff = 1.925929944387235853055977942584927319e-34; -328/1000
Check failed for (fp128): alpha = -2.054601595447724777954568772664794851e+00; beta = -5.136503988619311944886421931661987128e-01; diff = 1.925929944387235853055977942584927319e-34; -327/1000
Check failed for (fp128): alpha = -2.048318410140545191477643485898235950e+00; beta = -5.120796025351362978694108714745589876e-01; diff = 1.925929944387235853055977942584927319e-34; -326/1000
Check failed for (fp128): alpha = -2.042035224833365605000718199131677049e+00; beta = -5.105088062083414012501795497829192624e-01; diff = 3.851859888774471706111955885169854637e-34; -325/1000
Check failed for (fp128): alpha = -2.023185668911826845569942338831999962e+00; beta = -5.057964172279567113924855847079999905e-01; diff = 1.925929944387235853055977942584927319e-34; -322/1000
Check failed for (fp128): alpha = -2.016902483604647259093017052065440676e+00; beta = -5.042256209011618147732542630163601690e-01; diff = 1.925929944387235853055977942584927319e-34; -321/1000
Check failed for (fp128): alpha = -2.010619298297467672616091765298881775e+00; beta = -5.026548245743669181540229413247204437e-01; diff = 1.925929944387235853055977942584927319e-34; -320/1000
Check failed for (fp128): alpha = -2.004336112990288086139166478532322489e+00; beta = -5.010840282475720215347916196330806222e-01; diff = 3.851859888774471706111955885169854637e-34; -319/1000
Check failed for (fp128): alpha = -1.991769742375928913185315904999204880e+00; beta = -4.979424355939822282963289762498012200e-01; diff = 1.925929944387235853055977942584927319e-34; -317/1000
Check failed for (fp128): alpha = -1.979203371761569740231465331466086693e+00; beta = -4.948008429403924350578663328665216733e-01; diff = 1.925929944387235853055977942584927319e-34; -315/1000
Check failed for (fp128): alpha = -1.972920186454390153754540044699527792e+00; beta = -4.932300466135975384386350111748819481e-01; diff = 1.925929944387235853055977942584927319e-34; -314/1000
Check failed for (fp128): alpha = -1.960353815840030980800689471166409798e+00; beta = -4.900884539600077452001723677916024495e-01; diff = 3.851859888774471706111955885169854637e-34; -312/1000
Check failed for (fp128): alpha = -1.954070630532851394323764184399850705e+00; beta = -4.885176576332128485809410460999626761e-01; diff = 3.851859888774471706111955885169854637e-34; -311/1000
Check failed for (fp128): alpha = -1.947787445225671807846838897633291804e+00; beta = -4.869468613064179519617097244083229509e-01; diff = 3.851859888774471706111955885169854637e-34; -310/1000
Check failed for (fp128): alpha = -1.941504259918492221369913610866732903e+00; beta = -4.853760649796230553424784027166832257e-01; diff = 1.925929944387235853055977942584927319e-34; -309/1000
Check failed for (fp128): alpha = -1.935221074611312634892988324100173617e+00; beta = -4.838052686528281587232470810250434042e-01; diff = 3.851859888774471706111955885169854637e-34; -308/1000
Check failed for (fp128): alpha = -1.928937889304133048416063037333614716e+00; beta = -4.822344723260332621040157593334036790e-01; diff = 3.851859888774471706111955885169854637e-34; -307/1000
Check failed for (fp128): alpha = -1.922654703996953461939137750567055815e+00; beta = -4.806636759992383654847844376417639538e-01; diff = 1.925929944387235853055977942584927319e-34; -306/1000
Check failed for (fp128): alpha = -1.916371518689773875462212463800496722e+00; beta = -4.790928796724434688655531159501241805e-01; diff = 1.925929944387235853055977942584927319e-34; -305/1000
Check failed for (fp128): alpha = -1.910088333382594288985287177033937821e+00; beta = -4.775220833456485722463217942584844553e-01; diff = 1.925929944387235853055977942584927319e-34; -304/1000
Check failed for (fp128): alpha = -1.903805148075414702508361890267378535e+00; beta = -4.759512870188536756270904725668446338e-01; diff = 1.925929944387235853055977942584927319e-34; -303/1000
Check failed for (fp128): alpha = -1.897521962768235116031436603500819634e+00; beta = -4.743804906920587790078591508752049086e-01; diff = 5.777789833161707559167933827754781956e-34; -302/1000
Check failed for (fp128): alpha = -1.891238777461055529554511316734260733e+00; beta = -4.728096943652638823886278291835651833e-01; diff = 3.851859888774471706111955885169854637e-34; -301/1000
Check failed for (fp128): alpha = -1.872389221539516770123735456434583453e+00; beta = -4.680973053848791925309338641086458633e-01; diff = 1.925929944387235853055977942584927319e-34; -298/1000
Check failed for (fp128): alpha = -1.834690109696439251262183735835229663e+00; beta = -4.586725274241098128155459339588074158e-01; diff = 2.888894916580853779583966913877390978e-34; -292/1000
Check failed for (fp128): alpha = -1.828406924389259664785258449068670762e+00; beta = -4.571017310973149161963146122671676905e-01; diff = 2.888894916580853779583966913877390978e-34; -291/1000
Check failed for (fp128): alpha = -1.809557368467720905354482588768993675e+00; beta = -4.523893421169302263386206471922484186e-01; diff = 1.925929944387235853055977942584927319e-34; -288/1000
Check failed for (fp128): alpha = -1.803274183160541318877557302002434581e+00; beta = -4.508185457901353297193893255006086453e-01; diff = 2.888894916580853779583966913877390978e-34; -287/1000
Check failed for (fp128): alpha = -1.796990997853361732400632015235875680e+00; beta = -4.492477494633404331001580038089689201e-01; diff = 4.814824860968089632639944856462318296e-34; -286/1000
Check failed for (fp128): alpha = -1.790707812546182145923706728469316394e+00; beta = -4.476769531365455364809266821173290986e-01; diff = 1.925929944387235853055977942584927319e-34; -285/1000
